service_order_no,order_dt,region,job_code,technician_id,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct,week,year
98545,2024-05-25,AT-Vienna,85005,T0315,88.08,49.28,22.75,160.1,137.89,0.257,102.42,0,-57.68,-0.5632,21,2024
98546,2024-03-21,EU-EMEA-Remote,81433,T0107,290.08,65.42,18.61,374.12,469.77,0.088,428.36,0,54.24,0.1266,12,2024
98547,2024-07-14,NL-Amsterdam,81433,T0085,114.65,36.33,16.78,181.17,233.14,0.032,225.66,0,44.49,0.1972,28,2024
98548,2024-03-28,DE-Berlin,81120,T0248,271.07,45.86,20.64,337.57,430.5,0.2,344.35,0,6.78,0.0197,13,2024
98549,2024-07-05,EU-EMEA-Remote,84015,T0060,244.99,52.3,18.43,340.98,419.3,0.015,412.9,0,71.92,0.1742,27,2024
98550,2024-11-22,NL-Amsterdam,84015,T0381,303.39,126.64,20.48,450.51,523.88,0.119,461.32,0,10.81,0.0234,47,2024
98551,2024-06-08,DE-Munich,83020,T0260,95.31,48.14,12.06,167.95,229.32,0.073,212.67,0,44.72,0.2103,23,2024
98552,2024-07-02,DE-Munich,85005,T0005,105.42,90.04,10.53,222.47,247.58,0.103,221.97,0,-0.5,-0.0023,27,2024
98553,2024-07-06,DE-Munich,81120,T0389,206.36,32.98,26.3,286.89,343.8,0.164,287.45,1,0.56,0.0019,27,2024
98554,2024-09-05,DE-Berlin,85005,T0228,133.21,53.3,7.73,209.78,254.82,0.141,218.94,1,9.16,0.0418,36,2024
98555,2024-03-31,DE-Munich,84015,T0291,773.49,54.55,24.12,852.17,784.84,0.057,739.86,1,-112.31,-0.1518,13,2024
98556,2024-03-17,DE-Berlin,83020,T0025,96.84,46.46,14.48,157.78,204.71,0.169,170.08,1,12.3,0.0723,11,2024
98557,2024-09-15,DE-Berlin,84015,T0309,111.57,85.93,10.08,224.18,248.78,0.101,223.54,0,-0.64,-0.0029,37,2024
98558,2024-07-12,EU-EMEA-Remote,83020,T0395,67.64,56.26,10.67,145.33,173.14,0.151,147.07,1,1.74,0.0118,28,2024
98559,2024-08-19,AT-Vienna,81120,T0241,905.79,81.85,25.61,1159.97,1498.51,0.065,1400.66,0,240.69,0.1718,34,2024
98560,2024-02-16,DE-Hamburg,82010,T0085,598.51,78.78,13.25,690.54,819.6,0.158,689.96,0,-0.58,-0.0008,7,2024
98561,2024-09-14,AT-Vienna,82010,T0103,543.09,59.19,19.88,712.25,869.14,0.037,836.64,0,124.39,0.1487,37,2024
98562,2024-09-12,AT-Vienna,84015,T0096,128.32,14.0,26.85,193.66,214.13,0.138,184.66,1,-9.0,-0.0487,37,2024
98563,2024-07-01,AT-Vienna,85005,T0120,56.7,95.09,21.96,198.9,276.92,0.175,228.34,1,29.44,0.1289,27,2024
98564,2024-04-04,DE-Munich,81433,T0152,46.01,45.18,24.1,115.3,152.24,0.099,137.15,0,21.85,0.1593,14,2024
98565,2024-06-10,AT-Vienna,85005,T0093,191.82,92.65,7.71,315.56,337.34,0.137,291.22,1,-24.34,-0.0836,24,2024
98566,2024-01-10,DE-Berlin,81120,T0335,267.74,77.12,14.2,359.06,395.54,0.238,301.45,0,-57.61,-0.1911,2,2024
98567,2024-07-09,EU-EMEA-Remote,83020,T0052,32.7,100.14,19.93,164.98,170.37,0.123,149.34,1,-15.64,-0.1047,28,2024
98568,2024-08-06,DE-Munich,84015,T0044,493.7,49.52,17.59,605.67,751.71,0.157,633.62,0,27.95,0.0441,32,2024
98569,2024-08-18,NL-Amsterdam,81120,T0342,194.93,94.17,25.21,339.46,351.39,0.065,328.6,0,-10.86,-0.033,33,2024
98570,2024-08-18,DE-Munich,83020,T0007,126.68,90.92,17.91,254.34,318.67,0.004,317.29,0,62.95,0.1984,33,2024
98571,2024-04-21,DE-Munich,82010,T0059,636.17,45.16,8.95,690.28,789.64,0.241,599.15,1,-91.13,-0.1521,16,2024
98572,2024-11-13,DE-Munich,83020,T0288,150.79,115.32,17.12,283.22,344.41,0.055,325.33,0,42.11,0.1294,46,2024
98573,2024-09-17,NL-Amsterdam,83020,T0072,139.09,68.76,18.99,244.99,291.14,0.074,269.68,0,24.69,0.0916,38,2024
98574,2024-04-02,AT-Vienna,81120,T0266,163.75,38.29,17.42,219.47,268.91,0.073,249.33,0,29.86,0.1198,14,2024
98575,2024-06-20,DE-Berlin,82010,T0101,1083.13,69.86,10.68,1256.76,1290.93,0.172,1068.47,0,-188.29,-0.1762,25,2024
98576,2024-01-28,DE-Hamburg,81120,T0029,182.43,63.94,11.98,258.34,349.72,0.216,274.15,1,15.81,0.0577,4,2024
98577,2024-01-15,DE-Munich,81433,T0110,216.55,71.31,14.94,302.8,395.45,0.166,329.69,0,26.89,0.0816,3,2024
98578,2024-01-12,DE-Berlin,82010,T0346,197.1,71.03,25.1,293.23,385.19,0.153,326.37,0,33.14,0.1015,2,2024
98579,2024-04-17,NL-Amsterdam,85005,T0270,198.08,68.14,10.16,276.39,343.49,0.183,280.48,0,4.09,0.0146,16,2024
98580,2024-11-02,AT-Vienna,81120,T0151,440.52,83.35,18.55,542.42,614.36,0.031,595.6,0,53.18,0.0893,44,2024
98581,2024-11-18,AT-Vienna,81120,T0032,167.36,92.81,20.53,280.7,306.24,0.078,282.23,0,1.53,0.0054,47,2024
98582,2024-09-24,NL-Amsterdam,81120,T0372,504.34,62.31,22.79,636.6,822.07,0.219,642.35,0,5.75,0.009,39,2024
98583,2024-10-03,AT-Vienna,84015,T0317,312.5,60.47,22.8,395.77,547.48,0.067,511.05,1,115.28,0.2256,40,2024
98584,2024-08-19,AT-Vienna,85005,T0223,422.69,80.92,10.98,589.11,691.57,0.109,616.36,1,27.25,0.0442,34,2024
98585,2024-12-20,DE-Munich,85005,T0108,22.4,89.77,12.82,124.98,159.6,0.247,120.15,1,-4.83,-0.0402,51,2024
98586,2024-06-15,DE-Berlin,84015,T0344,209.89,152.58,26.86,420.48,496.62,0.274,360.52,0,-59.96,-0.1663,24,2024
98587,2024-06-27,DE-Hamburg,85005,T0388,25.23,53.81,32.35,120.31,158.81,0.104,142.33,1,22.02,0.1547,26,2024
98588,2024-02-06,DE-Munich,84015,T0212,382.9,91.6,20.63,495.13,577.53,0.156,487.25,1,-7.88,-0.0162,6,2024
98589,2024-05-19,NL-Amsterdam,84015,T0383,137.11,90.49,36.07,263.68,285.39,0.143,244.63,1,-19.05,-0.0779,20,2024
98590,2024-02-06,DE-Berlin,82010,T0117,265.87,108.46,24.79,399.13,490.82,0.198,393.43,1,-5.7,-0.0145,6,2024
98591,2024-03-02,DE-Berlin,81433,T0308,147.2,71.03,14.56,232.78,284.24,0.118,250.74,0,17.96,0.0716,9,2024
98592,2024-08-08,DE-Berlin,81120,T0059,137.23,97.42,22.86,278.11,356.8,0.099,321.6,1,43.49,0.1352,32,2024
98593,2024-09-20,DE-Berlin,81120,T0086,231.45,89.07,17.51,365.08,420.0,0.212,330.96,0,-34.12,-0.1031,38,2024
98594,2024-07-31,NL-Amsterdam,84015,T0064,123.8,117.18,15.04,276.5,345.27,0.211,272.34,1,-4.16,-0.0153,31,2024
98595,2024-10-13,DE-Berlin,85005,T0108,244.06,115.65,19.34,379.05,467.49,0.169,388.64,0,9.59,0.0247,41,2024
98596,2024-09-05,AT-Vienna,85005,T0323,15.07,53.68,20.15,101.77,124.73,0.224,96.73,0,-5.04,-0.0521,36,2024
98597,2024-01-01,EU-EMEA-Remote,81120,T0282,180.18,113.65,12.58,306.41,358.11,0.244,270.76,0,-35.65,-0.1317,1,2024
98598,2024-12-28,EU-EMEA-Remote,83020,T0060,90.4,59.51,10.74,160.65,167.97,0.105,150.3,1,-10.35,-0.0689,52,2024
98599,2024-08-22,DE-Munich,82010,T0345,367.49,107.46,17.46,531.8,614.36,0.115,543.96,0,12.16,0.0224,34,2024
98600,2024-08-09,AT-Vienna,84015,T0079,142.58,61.14,20.64,256.85,298.21,0.024,291.05,0,34.2,0.1175,32,2024
98601,2024-07-11,DE-Berlin,82010,T0181,913.43,52.57,31.3,1077.09,1358.21,0.272,989.45,1,-87.64,-0.0886,28,2024
98602,2024-10-17,EU-EMEA-Remote,81120,T0312,406.89,78.28,10.76,495.93,578.64,0.048,551.1,0,55.17,0.1001,42,2024
98603,2024-04-11,DE-Munich,85005,T0014,240.24,33.21,25.8,299.24,388.24,0.061,364.44,0,65.2,0.1789,15,2024
98604,2024-12-11,DE-Munich,81120,T0264,49.41,53.97,14.59,117.97,149.04,0.076,137.64,0,19.67,0.1429,50,2024
98605,2024-08-26,DE-Berlin,81120,T0356,405.85,56.77,26.75,528.52,689.88,0.125,603.3,0,74.78,0.124,35,2024
98606,2024-06-14,DE-Hamburg,83020,T0050,94.73,94.75,28.29,235.19,268.72,0.083,246.3,1,11.11,0.0451,24,2024
98607,2024-02-19,DE-Berlin,83020,T0141,199.76,56.26,26.83,282.85,355.8,0.138,306.52,0,23.67,0.0772,8,2024
98608,2024-04-14,DE-Berlin,85005,T0224,205.61,62.17,17.05,284.84,312.76,0.082,287.26,0,2.42,0.0084,15,2024
98609,2024-11-07,DE-Berlin,82010,T0226,313.53,45.87,10.57,369.97,434.67,0.044,415.76,0,45.79,0.1101,45,2024
98610,2024-02-27,DE-Munich,85005,T0206,274.69,92.3,15.61,382.61,431.78,0.096,390.46,0,7.85,0.0201,9,2024
98611,2024-05-24,DE-Munich,82010,T0278,831.8,76.98,16.02,924.8,1093.77,0.088,997.74,1,72.94,0.0731,21,2024
98612,2024-04-26,NL-Amsterdam,85005,T0201,151.46,79.37,20.2,251.03,302.13,0.025,294.43,0,43.4,0.1474,17,2024
98613,2024-02-19,AT-Vienna,83020,T0168,314.61,77.2,17.11,408.92,432.65,0.079,398.67,0,-10.25,-0.0257,8,2024
98614,2024-10-27,DE-Berlin,82010,T0177,681.02,90.0,20.76,791.78,958.16,0.125,838.07,1,46.29,0.0552,43,2024
98615,2024-02-09,DE-Munich,85005,T0375,65.37,93.23,13.31,171.9,226.17,0.209,179.01,1,7.11,0.0397,6,2024
98616,2024-12-26,EU-EMEA-Remote,82010,T0163,608.46,50.08,19.63,678.18,767.07,0.014,756.23,0,78.05,0.1032,52,2024
98617,2024-08-28,AT-Vienna,81120,T0010,168.72,113.59,10.17,334.84,424.47,0.117,374.99,0,40.15,0.1071,35,2024
98618,2024-02-27,NL-Amsterdam,82010,T0248,224.4,72.3,24.01,320.72,439.22,0.104,393.46,0,72.74,0.1849,9,2024
98619,2024-04-14,AT-Vienna,83020,T0136,40.34,71.4,25.53,137.27,157.19,0.139,135.39,1,-1.88,-0.0139,15,2024
98620,2024-08-27,DE-Berlin,83020,T0177,206.3,99.86,10.35,341.82,410.73,0.224,318.74,0,-23.08,-0.0724,35,2024
98621,2024-06-09,DE-Hamburg,85005,T0048,164.75,42.97,19.96,245.89,307.15,0.105,275.04,1,29.15,0.106,23,2024
98622,2024-06-12,DE-Munich,82010,T0093,224.23,80.47,15.89,346.24,402.42,0.082,369.27,1,23.03,0.0624,24,2024
98623,2024-09-02,DE-Berlin,81120,T0188,224.01,89.95,21.87,362.69,454.11,0.177,373.84,1,11.15,0.0298,36,2024
98624,2024-04-19,AT-Vienna,82010,T0185,221.42,71.4,5.52,298.35,337.63,0.082,309.89,0,11.54,0.0372,16,2024
98625,2024-02-15,DE-Hamburg,81433,T0078,168.7,62.33,19.33,250.36,331.77,0.115,293.59,1,43.23,0.1472,7,2024
98626,2024-10-04,DE-Berlin,84015,T0284,226.93,33.05,8.65,268.63,351.94,0.079,324.1,0,55.47,0.1712,40,2024
98627,2024-11-29,DE-Hamburg,85005,T0336,374.1,37.59,16.94,428.63,498.34,0.111,442.81,1,14.18,0.032,48,2024
98628,2024-01-01,EU-EMEA-Remote,82010,T0012,171.33,85.98,30.27,287.58,357.43,0.064,334.63,0,47.05,0.1406,1,2024
98629,2024-01-19,AT-Vienna,81433,T0056,68.28,80.26,5.0,153.54,184.68,0.105,165.27,0,11.73,0.071,3,2024
98630,2024-02-29,EU-EMEA-Remote,85005,T0075,100.95,52.53,30.67,184.15,184.92,0.187,150.32,0,-33.83,-0.2251,9,2024
98631,2024-05-31,AT-Vienna,81120,T0232,216.75,74.78,19.1,310.63,328.59,0.139,282.97,1,-27.66,-0.0977,22,2024
98632,2024-11-10,DE-Berlin,81433,T0123,319.77,111.44,11.19,442.41,542.22,0.114,480.38,0,37.97,0.079,45,2024
98633,2024-03-07,DE-Hamburg,83020,T0248,78.51,59.18,10.97,148.66,185.06,0.204,147.3,1,-1.36,-0.0092,10,2024
98634,2024-11-19,AT-Vienna,82010,T0329,401.59,43.28,11.68,456.55,507.53,0.106,453.98,0,-2.57,-0.0057,47,2024
98635,2024-04-07,DE-Berlin,84015,T0085,28.95,47.83,17.58,94.37,104.3,0.102,93.67,1,-0.7,-0.0075,14,2024
98636,2024-06-09,AT-Vienna,84015,T0069,826.49,21.57,29.98,948.27,1085.39,0.251,812.8,0,-135.47,-0.1667,23,2024
98637,2024-08-29,AT-Vienna,82010,T0360,1135.14,109.0,20.42,1664.81,1718.37,0.069,1599.69,0,-65.12,-0.0407,35,2024
98638,2024-02-13,NL-Amsterdam,82010,T0385,303.21,133.44,7.16,443.8,509.41,0.049,484.59,0,40.79,0.0842,7,2024
98639,2024-07-03,NL-Amsterdam,81433,T0057,319.42,114.42,15.26,485.02,555.04,0.115,491.28,0,6.26,0.0127,27,2024
98640,2024-06-06,NL-Amsterdam,85005,T0113,36.58,85.66,13.02,146.08,174.07,0.181,142.54,1,-3.54,-0.0248,23,2024
98641,2024-01-31,DE-Berlin,83020,T0253,165.79,53.42,31.06,250.27,311.83,0.164,260.61,0,10.34,0.0397,5,2024
98642,2024-07-19,EU-EMEA-Remote,81433,T0051,196.37,42.89,28.19,288.83,345.92,0.048,329.42,0,40.59,0.1232,29,2024
98643,2024-07-25,AT-Vienna,81120,T0053,617.18,72.86,28.97,823.13,1083.53,0.14,932.19,1,109.06,0.117,30,2024
98644,2024-04-17,DE-Hamburg,81120,T0014,474.01,54.57,22.94,551.53,655.9,0.1,590.29,0,38.76,0.0657,16,2024
98645,2024-12-09,NL-Amsterdam,81433,T0234,135.6,31.88,25.6,193.09,227.58,0.238,173.44,1,-19.65,-0.1133,50,2024
98646,2024-08-14,DE-Berlin,81433,T0377,286.28,64.68,24.44,405.44,497.31,0.167,414.14,1,8.7,0.021,33,2024
98647,2024-03-19,DE-Berlin,81433,T0063,115.33,63.18,23.5,202.01,229.24,0.102,205.94,0,3.93,0.0191,12,2024
98648,2024-12-06,DE-Munich,81120,T0360,457.93,73.43,23.35,554.71,594.83,0.078,548.43,0,-6.28,-0.0115,49,2024
98649,2024-06-18,AT-Vienna,84015,T0307,658.39,63.24,17.77,798.56,869.89,0.118,767.29,1,-31.27,-0.0408,25,2024
98650,2024-02-17,DE-Hamburg,81120,T0271,426.76,66.5,24.15,517.41,638.23,0.073,591.85,1,74.44,0.1258,7,2024
98651,2024-01-28,AT-Vienna,81120,T0161,630.07,73.25,26.64,729.96,954.9,0.024,932.29,0,202.33,0.217,4,2024
98652,2024-06-15,DE-Munich,85005,T0241,162.7,83.93,10.67,277.89,328.58,0.111,291.97,0,14.08,0.0482,24,2024
98653,2024-09-10,DE-Munich,82010,T0097,1074.25,59.78,24.34,1251.03,1343.71,0.067,1253.1,1,2.07,0.0017,37,2024
98654,2024-07-09,EU-EMEA-Remote,85005,T0009,305.05,66.68,12.34,414.8,559.81,0.044,535.16,0,120.36,0.2249,28,2024
98655,2024-06-01,DE-Munich,81120,T0271,733.47,61.73,16.76,876.91,971.17,0.011,960.5,0,83.59,0.087,22,2024
98656,2024-11-26,NL-Amsterdam,85005,T0142,281.41,86.46,21.51,389.38,474.29,0.053,449.15,0,59.77,0.1331,48,2024
98657,2024-09-20,NL-Amsterdam,84015,T0336,128.16,42.84,22.89,209.41,213.56,0.059,200.98,0,-8.43,-0.0419,38,2024
98658,2024-11-23,DE-Munich,82010,T0141,232.3,94.61,15.75,342.65,427.03,0.119,376.07,0,33.42,0.0889,47,2024
98659,2024-01-09,DE-Berlin,81120,T0185,66.22,60.79,24.94,151.95,206.6,0.256,153.77,0,1.82,0.0118,2,2024
98660,2024-04-28,NL-Amsterdam,81120,T0135,201.38,90.2,12.12,303.7,369.76,0.075,342.11,0,38.41,0.1123,17,2024
98661,2024-11-08,EU-EMEA-Remote,85005,T0169,65.91,90.86,21.4,178.17,203.16,0.144,173.99,0,-4.18,-0.024,45,2024
98662,2024-09-14,DE-Hamburg,81433,T0067,53.07,26.85,25.38,113.73,141.95,0.124,124.39,0,10.66,0.0857,37,2024
98663,2024-09-04,EU-EMEA-Remote,83020,T0129,102.69,115.05,12.3,248.45,295.84,0.3,206.96,1,-41.49,-0.2005,36,2024
98664,2024-08-25,DE-Berlin,82010,T0095,780.19,96.88,23.26,972.35,1040.52,0.163,870.49,0,-101.86,-0.117,34,2024
98665,2024-03-03,NL-Amsterdam,83020,T0239,127.07,63.72,22.67,213.46,244.38,0.096,220.86,0,7.4,0.0335,9,2024
98666,2024-07-10,DE-Berlin,81433,T0297,449.33,110.02,27.55,633.85,809.82,0.185,660.26,0,26.41,0.04,28,2024
98667,2024-02-20,AT-Vienna,85005,T0387,213.04,76.7,10.6,300.35,363.04,0.153,307.63,1,7.28,0.0237,8,2024
98668,2024-06-11,AT-Vienna,85005,T0363,474.69,93.6,24.94,640.7,853.66,0.088,778.44,0,137.74,0.1769,24,2024
98669,2024-09-10,NL-Amsterdam,85005,T0202,121.06,16.0,18.36,167.86,220.47,0.099,198.74,0,30.88,0.1554,37,2024
98670,2024-10-25,NL-Amsterdam,84015,T0043,261.39,60.33,15.6,337.31,399.29,0.23,307.28,0,-30.03,-0.0977,43,2024
98671,2024-09-14,DE-Berlin,82010,T0183,624.74,51.1,18.84,750.26,817.83,0.117,722.46,0,-27.8,-0.0385,37,2024
98672,2024-04-28,DE-Hamburg,83020,T0259,126.25,87.9,20.84,234.99,273.81,0.081,251.51,0,16.52,0.0657,17,2024
98673,2024-03-28,DE-Berlin,84015,T0379,230.31,68.66,16.1,315.07,365.18,0.176,300.8,0,-14.27,-0.0474,13,2024
98674,2024-07-23,AT-Vienna,81433,T0293,274.17,43.75,26.85,394.7,465.45,0.137,401.71,0,7.01,0.0175,30,2024
98675,2024-10-11,NL-Amsterdam,83020,T0331,40.86,35.51,21.29,97.67,102.93,0.336,68.32,0,-29.35,-0.4296,41,2024
98676,2024-12-15,AT-Vienna,83020,T0027,125.84,98.09,19.28,243.21,324.25,0.02,317.86,0,74.65,0.2349,50,2024
98677,2024-04-16,DE-Munich,81433,T0345,394.67,52.28,34.41,481.36,606.45,0.05,575.9,0,94.54,0.1642,16,2024
98678,2024-03-31,DE-Berlin,81433,T0278,194.81,46.39,14.4,255.61,318.15,0.286,227.01,0,-28.6,-0.126,13,2024
98679,2024-09-23,EU-EMEA-Remote,83020,T0207,91.5,34.42,11.47,148.38,179.81,0.203,143.24,0,-5.14,-0.0359,39,2024
98680,2024-02-21,DE-Hamburg,81433,T0359,159.84,88.38,21.25,269.47,285.8,0.165,238.76,0,-30.71,-0.1286,8,2024
98681,2024-08-24,DE-Hamburg,83020,T0059,243.81,77.82,20.58,369.58,431.88,0.156,364.47,0,-5.11,-0.014,34,2024
98682,2024-04-16,DE-Hamburg,81433,T0169,240.93,81.54,5.0,327.47,438.08,0.042,419.74,0,92.27,0.2198,16,2024
98683,2024-11-03,AT-Vienna,82010,T0274,741.7,14.0,30.33,786.04,923.08,0.036,889.47,0,103.43,0.1163,44,2024
98684,2024-01-19,DE-Berlin,82010,T0281,66.12,60.7,5.0,131.82,169.94,0.147,145.01,0,13.19,0.091,3,2024
98685,2024-12-03,DE-Munich,81433,T0041,198.49,101.67,28.71,328.86,423.87,0.198,340.11,1,11.25,0.0331,49,2024
98686,2024-01-23,DE-Munich,81120,T0117,240.26,80.4,29.29,349.96,493.64,0.191,399.5,1,49.54,0.124,4,2024
98687,2024-12-29,EU-EMEA-Remote,84015,T0245,179.82,104.65,25.27,309.75,395.88,0.023,386.76,0,77.01,0.1991,52,2024
98688,2024-12-16,AT-Vienna,82010,T0139,225.79,93.25,7.92,326.96,403.2,0.127,351.93,1,24.97,0.071,51,2024
98689,2024-03-11,NL-Amsterdam,83020,T0302,218.63,27.84,32.51,278.97,355.03,0.146,303.23,1,24.26,0.08,11,2024
98690,2024-01-22,EU-EMEA-Remote,81120,T0306,380.84,64.96,17.27,463.06,578.45,0.07,538.06,1,75.0,0.1394,4,2024
98691,2024-12-19,DE-Berlin,85005,T0179,70.22,98.31,19.08,187.61,197.85,0.185,161.17,1,-26.44,-0.1641,51,2024
98692,2024-05-19,DE-Hamburg,82010,T0237,872.1,35.32,20.05,927.47,1039.99,0.038,1000.19,0,72.72,0.0727,20,2024
98693,2024-08-24,DE-Munich,83020,T0228,118.99,16.0,26.9,174.84,227.74,0.055,215.31,0,40.47,0.188,34,2024
98694,2024-04-12,DE-Hamburg,85005,T0348,153.88,45.77,22.72,222.36,233.5,0.081,214.63,1,-7.73,-0.036,15,2024
98695,2024-11-26,DE-Hamburg,81433,T0033,111.69,50.67,20.2,182.56,219.34,0.197,176.16,1,-6.4,-0.0363,48,2024
98696,2024-07-23,EU-EMEA-Remote,82010,T0130,287.46,73.46,27.72,419.74,530.79,0.257,394.49,0,-25.25,-0.064,30,2024
98697,2024-10-08,AT-Vienna,83020,T0189,205.93,81.95,19.5,307.38,380.78,0.124,333.65,0,26.27,0.0787,41,2024
98698,2024-07-02,DE-Berlin,83020,T0159,95.35,68.65,20.08,198.8,244.19,0.38,151.4,1,-47.4,-0.3131,27,2024
98699,2024-04-15,DE-Munich,83020,T0288,143.62,80.7,14.36,238.68,307.84,0.125,269.43,0,30.75,0.1141,16,2024
98700,2024-01-23,AT-Vienna,83020,T0256,79.72,70.46,13.93,164.1,211.7,0.027,206.08,0,41.98,0.2037,4,2024
98701,2024-04-25,EU-EMEA-Remote,85005,T0187,189.91,47.23,25.55,262.69,320.64,0.097,289.46,1,26.77,0.0925,17,2024
98702,2024-11-08,DE-Berlin,81433,T0344,142.67,28.63,18.96,190.27,201.88,0.116,178.39,0,-11.88,-0.0666,45,2024
98703,2024-02-25,AT-Vienna,82010,T0151,399.01,56.01,21.03,476.05,595.88,0.159,501.04,0,24.99,0.0499,8,2024
98704,2024-12-17,DE-Berlin,84015,T0085,563.74,81.98,16.57,662.29,823.66,0.174,680.27,1,17.98,0.0264,51,2024
98705,2024-11-10,EU-EMEA-Remote,83020,T0001,49.07,74.48,10.62,134.17,152.62,0.052,144.7,0,10.53,0.0728,45,2024
98706,2024-11-05,DE-Berlin,81433,T0380,72.65,31.46,23.13,127.24,155.42,0.113,137.87,0,10.63,0.0771,45,2024
98707,2024-09-07,NL-Amsterdam,81120,T0171,689.24,68.79,29.48,850.52,1012.45,0.027,985.12,0,134.6,0.1366,36,2024
98708,2024-08-16,NL-Amsterdam,85005,T0334,117.61,42.07,22.17,196.4,218.76,0.013,215.87,0,19.47,0.0902,33,2024
98709,2024-05-18,AT-Vienna,81120,T0094,299.35,83.33,16.11,398.79,461.4,0.058,434.76,0,35.97,0.0827,20,2024
98710,2024-08-29,AT-Vienna,83020,T0052,173.04,59.57,19.93,289.1,310.53,0.118,273.88,0,-15.22,-0.0556,35,2024
98711,2024-04-12,DE-Munich,85005,T0343,253.13,47.38,15.9,316.41,392.73,0.098,354.18,1,37.77,0.1066,15,2024
98712,2024-10-28,DE-Munich,82010,T0014,552.76,47.83,18.67,619.26,687.57,0.053,651.4,0,32.14,0.0493,44,2024
98713,2024-06-18,DE-Hamburg,83020,T0160,215.37,74.69,22.75,337.82,383.53,0.189,311.01,1,-26.81,-0.0862,25,2024
98714,2024-01-29,AT-Vienna,81433,T0310,57.71,81.06,24.83,163.59,203.98,0.13,177.49,1,13.9,0.0783,5,2024
98715,2024-06-14,EU-EMEA-Remote,81433,T0172,167.7,66.35,16.24,270.3,324.27,0.069,301.93,0,31.63,0.1048,24,2024
98716,2024-09-20,DE-Hamburg,85005,T0279,105.61,31.57,35.15,186.12,220.41,0.176,181.67,0,-4.45,-0.0245,38,2024
98717,2024-06-19,EU-EMEA-Remote,83020,T0006,467.3,77.05,27.72,617.83,787.4,0.234,603.05,1,-14.78,-0.0245,25,2024
98718,2024-12-21,DE-Hamburg,84015,T0293,434.05,87.13,20.67,541.85,663.85,0.02,650.53,0,108.68,0.1671,51,2024
98719,2024-12-27,DE-Berlin,85005,T0067,382.81,83.9,30.14,496.86,573.07,0.094,519.02,0,22.16,0.0427,52,2024
98720,2024-04-29,EU-EMEA-Remote,84015,T0267,354.14,93.06,20.92,468.12,618.18,0.051,586.87,0,118.75,0.2023,18,2024
98721,2024-12-26,DE-Hamburg,83020,T0151,283.38,83.94,26.16,393.49,488.59,0.017,480.49,0,87.0,0.1811,52,2024
98722,2024-05-07,DE-Berlin,81120,T0083,496.36,99.46,23.72,619.54,790.28,0.101,710.44,0,90.9,0.1279,19,2024
98723,2024-08-26,NL-Amsterdam,84015,T0131,112.78,58.81,22.61,209.74,260.56,0.068,242.92,0,33.18,0.1366,35,2024
98724,2024-04-18,AT-Vienna,85005,T0033,123.09,135.2,30.06,288.35,337.24,0.054,319.08,0,30.73,0.0963,16,2024
98725,2024-10-30,DE-Munich,84015,T0308,894.83,77.14,22.66,994.64,1128.38,0.037,1086.83,0,92.19,0.0848,44,2024
98726,2024-06-16,EU-EMEA-Remote,81433,T0034,155.18,55.17,13.82,242.11,299.78,0.201,239.58,0,-2.53,-0.0106,24,2024
98727,2024-01-04,DE-Hamburg,84015,T0174,261.95,127.38,15.05,404.39,445.15,0.028,432.52,0,28.13,0.065,1,2024
98728,2024-05-14,DE-Berlin,82010,T0151,743.35,92.4,22.6,858.35,1082.31,0.27,790.61,1,-67.74,-0.0857,20,2024
98729,2024-10-10,DE-Munich,85005,T0400,58.89,32.9,34.9,126.69,154.03,0.132,133.73,0,7.04,0.0526,41,2024
98730,2024-12-09,DE-Berlin,81120,T0192,569.12,69.42,13.38,651.93,858.3,0.165,716.31,1,64.38,0.0899,50,2024
98731,2024-11-02,AT-Vienna,81120,T0262,84.99,65.79,12.86,163.64,212.06,0.088,193.47,0,29.83,0.1542,44,2024
98732,2024-07-16,DE-Hamburg,81433,T0228,477.21,90.28,15.74,629.89,815.49,0.057,769.19,0,139.3,0.1811,29,2024
98733,2024-02-04,EU-EMEA-Remote,82010,T0196,297.04,78.95,34.02,410.01,523.22,0.131,454.43,0,44.42,0.0977,5,2024
98734,2024-09-24,DE-Munich,81120,T0261,321.19,64.56,21.39,439.72,496.53,0.092,450.93,0,11.21,0.0249,39,2024
98735,2024-04-05,DE-Berlin,81433,T0266,242.91,84.24,16.65,343.8,426.35,0.138,367.54,0,23.74,0.0646,14,2024
98736,2024-10-31,DE-Berlin,85005,T0202,30.92,72.13,22.84,125.88,166.11,0.126,145.18,0,19.3,0.1329,44,2024
98737,2024-12-24,AT-Vienna,81433,T0350,614.0,58.82,25.78,698.59,772.27,0.031,748.18,0,49.59,0.0663,52,2024
98738,2024-06-16,NL-Amsterdam,83020,T0052,70.33,80.7,21.59,186.42,244.2,0.121,214.57,0,28.15,0.1312,24,2024
98739,2024-02-01,NL-Amsterdam,81120,T0110,195.8,87.37,14.79,297.97,375.21,0.145,320.91,1,22.94,0.0715,5,2024
98740,2024-10-25,DE-Munich,82010,T0217,595.85,55.96,8.52,660.33,738.38,0.132,640.56,0,-19.77,-0.0309,43,2024
98741,2024-08-17,EU-EMEA-Remote,82010,T0303,240.12,68.76,9.31,343.65,413.79,0.248,311.2,0,-32.45,-0.1043,33,2024
