service_order_no,order_date,region,technician_id,job_code,job_description,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct
57305,2024-05-30,AT-Vienna,T0177,82010,Evaporator Coil Replace,256.14,126.05,20.03,402.22,461.74,0.072,428.49,1,26.27,0.0613
57306,2024-08-08,DE-Munich,T0437,81433,Drier Replace,50.57,88.24,23.46,162.27,186.97,0.058,176.13,0,13.86,0.0787
57307,2024-12-06,EU-EMEA-Remote,T0199,85005,Refrigerant Charge,17.44,116.32,14.46,148.22,151.33,0.059,142.4,0,-5.82,-0.0409
57308,2024-08-24,DE-Hamburg,T0336,84015,Leak Diagnosis & Seal,84.76,105.7,23.03,213.49,246.9,0.096,223.2,1,9.71,0.0435
57309,2024-08-24,NL-Amsterdam,T0452,81120,Compressor Repair/Replace,227.67,62.41,8.01,298.09,389.78,0.044,372.63,0,74.54,0.2
57310,2024-08-06,DE-Munich,T0083,81433,Drier Replace,610.7,57.15,18.99,686.84,627.36,0.186,510.67,0,-176.17,-0.345
57311,2024-05-30,DE-Hamburg,T0337,81433,Drier Replace,173.23,59.23,32.68,265.14,314.21,0.113,278.7,1,13.56,0.0487
57312,2024-05-02,DE-Munich,T0352,81120,Compressor Repair/Replace,386.85,62.17,30.2,479.22,450.14,0.089,410.08,1,-69.14,-0.1686
57313,2024-05-23,AT-Vienna,T0382,83020,Thermostat Replace,76.39,109.35,16.43,202.17,251.64,0.084,230.5,1,28.33,0.1229
57314,2024-07-07,DE-Berlin,T0438,82010,Evaporator Coil Replace,300.06,83.19,9.79,393.04,470.41,0.063,440.77,0,47.73,0.1083
57315,2024-09-11,NL-Amsterdam,T0095,85005,Refrigerant Charge,145.26,35.48,5.0,185.74,209.83,0.017,206.26,0,20.52,0.0995
57316,2024-03-08,AT-Vienna,T0371,82010,Evaporator Coil Replace,287.03,89.96,26.94,403.93,567.9,0.114,503.16,0,99.23,0.1972
57317,2024-04-13,NL-Amsterdam,T0241,85005,Refrigerant Charge,208.93,70.01,24.23,303.17,361.9,0.037,348.51,0,45.34,0.1301
57318,2024-12-01,DE-Berlin,T0181,82010,Evaporator Coil Replace,208.76,64.8,25.09,298.65,401.83,0.083,368.48,0,69.83,0.1895
57319,2024-06-07,DE-Berlin,T0325,84015,Leak Diagnosis & Seal,62.39,91.49,35.52,189.4,254.16,0.02,249.08,0,59.68,0.2396
57320,2024-11-04,DE-Munich,T0222,82010,Evaporator Coil Replace,73.69,75.67,23.22,172.58,227.06,0.116,200.72,0,28.14,0.1402
57321,2024-12-27,AT-Vienna,T0203,83020,Thermostat Replace,220.54,81.4,23.82,325.76,378.62,0.169,314.63,1,-11.13,-0.0354
57322,2024-10-26,EU-EMEA-Remote,T0496,83020,Thermostat Replace,6.85,114.4,10.82,132.07,148.1,0.062,138.92,0,6.85,0.0493
57323,2024-03-30,DE-Munich,T0074,81120,Compressor Repair/Replace,246.58,75.37,34.99,356.94,452.96,0.022,442.99,0,86.05,0.1942
57324,2024-12-22,DE-Hamburg,T0467,81433,Drier Replace,65.92,38.11,20.69,124.72,151.32,0.075,139.97,0,15.25,0.109
57325,2024-09-12,EU-EMEA-Remote,T0353,84015,Leak Diagnosis & Seal,367.72,131.05,15.46,514.23,662.09,0.079,609.78,0,95.55,0.1567
57326,2024-12-18,DE-Munich,T0258,83020,Thermostat Replace,118.23,32.35,23.66,174.24,219.63,0.212,173.07,1,-1.17,-0.0068
57327,2024-08-07,DE-Hamburg,T0182,85005,Refrigerant Charge,140.63,64.32,38.0,242.95,291.37,0.067,271.85,1,28.9,0.1063
57328,2024-01-09,DE-Hamburg,T0419,85005,Refrigerant Charge,150.0,53.36,39.08,242.44,296.42,0.015,291.97,0,49.53,0.1696
57329,2024-01-12,EU-EMEA-Remote,T0234,84015,Leak Diagnosis & Seal,250.61,76.08,14.24,340.93,411.92,0.06,387.2,0,46.27,0.1195
57330,2024-11-20,EU-EMEA-Remote,T0330,82010,Evaporator Coil Replace,93.31,70.3,31.4,195.01,226.7,0.087,206.98,1,11.97,0.0578
57331,2024-08-31,DE-Munich,T0480,84015,Leak Diagnosis & Seal,160.16,79.27,24.69,264.12,255.69,0.109,227.82,1,-36.3,-0.1593
57332,2024-06-30,DE-Berlin,T0432,81433,Drier Replace,83.2,115.65,29.9,228.75,279.1,0.075,258.17,1,29.42,0.114
57333,2024-10-10,DE-Berlin,T0413,82010,Evaporator Coil Replace,194.2,92.03,24.21,310.44,387.13,0.023,378.23,0,67.79,0.1792
57334,2024-11-07,NL-Amsterdam,T0061,81433,Drier Replace,190.04,68.43,26.92,285.39,362.16,0.056,341.88,0,56.49,0.1652
57335,2024-04-08,NL-Amsterdam,T0080,82010,Evaporator Coil Replace,664.61,85.21,32.57,782.39,840.48,0.062,788.37,1,5.98,0.0076
57336,2024-07-15,AT-Vienna,T0180,81433,Drier Replace,324.2,116.86,8.01,449.07,486.83,0.111,432.79,0,-16.28,-0.0376
57337,2024-08-13,DE-Hamburg,T0088,83020,Thermostat Replace,143.57,104.99,24.88,273.44,332.59,0.067,310.31,0,36.87,0.1188
57338,2024-11-28,DE-Munich,T0394,83020,Thermostat Replace,84.05,91.64,12.64,188.33,218.32,0.093,198.02,0,9.69,0.0489
57339,2024-04-12,DE-Munich,T0396,83020,Thermostat Replace,120.42,36.09,18.29,174.8,221.18,0.102,198.62,0,23.82,0.1199
57340,2024-04-15,DE-Hamburg,T0104,83020,Thermostat Replace,197.2,93.09,22.01,312.3,375.75,0.187,305.48,0,-6.82,-0.0223
57341,2024-12-30,DE-Hamburg,T0116,84015,Leak Diagnosis & Seal,128.8,82.18,13.94,224.92,262.9,0.204,209.27,1,-15.65,-0.0748
57342,2024-02-27,NL-Amsterdam,T0297,81120,Compressor Repair/Replace,291.44,57.1,17.35,365.89,484.89,0.217,379.67,0,13.78,0.0363
57343,2024-03-18,AT-Vienna,T0067,85005,Refrigerant Charge,88.47,77.38,10.79,176.64,208.86,0.133,181.08,1,4.44,0.0245
57344,2024-03-15,DE-Hamburg,T0311,83020,Thermostat Replace,63.55,74.68,17.25,155.48,201.73,0.335,134.15,1,-21.33,-0.159
57345,2024-02-11,NL-Amsterdam,T0062,83020,Thermostat Replace,111.23,112.33,26.09,249.65,338.95,0.086,309.8,0,60.15,0.1942
57346,2024-11-19,EU-EMEA-Remote,T0156,81120,Compressor Repair/Replace,211.05,155.32,28.92,395.29,424.45,0.062,398.13,0,2.84,0.0071
57347,2024-06-29,DE-Berlin,T0351,85005,Refrigerant Charge,170.3,133.61,15.84,319.75,363.65,0.006,361.47,0,41.72,0.1154
57348,2024-02-02,AT-Vienna,T0040,82010,Evaporator Coil Replace,256.34,74.61,32.62,363.57,424.34,0.186,345.41,1,-18.16,-0.0526
57349,2024-03-11,DE-Berlin,T0207,85005,Refrigerant Charge,120.69,92.91,26.62,240.22,303.08,0.106,270.95,0,30.73,0.1134
57350,2024-02-25,DE-Munich,T0180,81433,Drier Replace,46.59,93.41,33.47,173.47,214.17,0.202,170.91,0,-2.56,-0.015
57351,2024-04-14,DE-Hamburg,T0020,82010,Evaporator Coil Replace,610.79,81.9,7.83,700.52,824.18,0.136,712.09,0,11.57,0.0162
57352,2024-07-18,NL-Amsterdam,T0383,82010,Evaporator Coil Replace,618.84,114.07,24.49,757.4,859.89,0.066,803.14,0,45.74,0.057
57353,2024-04-10,DE-Hamburg,T0308,81433,Drier Replace,83.08,57.91,26.89,167.88,206.81,0.202,165.03,0,-2.85,-0.0173
57354,2024-09-12,DE-Berlin,T0466,83020,Thermostat Replace,59.92,80.73,8.25,148.9,177.02,0.134,153.3,0,4.4,0.0287
57355,2024-11-02,AT-Vienna,T0403,85005,Refrigerant Charge,153.71,98.29,41.31,293.31,343.06,0.075,317.33,0,24.02,0.0757
57356,2024-03-14,NL-Amsterdam,T0432,81433,Drier Replace,117.25,60.76,16.91,194.92,253.35,0.151,215.09,0,20.17,0.0938
57357,2024-06-19,EU-EMEA-Remote,T0305,85005,Refrigerant Charge,166.31,113.89,26.35,306.55,351.37,0.251,263.18,0,-43.37,-0.1648
57358,2024-05-22,DE-Munich,T0478,84015,Leak Diagnosis & Seal,589.27,88.38,29.41,707.06,813.0,0.088,741.46,1,34.4,0.0464
57359,2024-06-14,NL-Amsterdam,T0168,82010,Evaporator Coil Replace,173.52,72.68,22.81,269.01,372.77,0.15,316.85,0,47.84,0.151
57360,2024-09-17,NL-Amsterdam,T0393,82010,Evaporator Coil Replace,644.27,111.12,33.09,788.48,804.18,0.053,761.56,0,-26.92,-0.0353
57361,2024-08-08,DE-Berlin,T0113,83020,Thermostat Replace,49.32,79.5,37.96,166.78,210.17,0.069,195.67,0,28.89,0.1476
57362,2024-03-23,EU-EMEA-Remote,T0140,84015,Leak Diagnosis & Seal,128.94,106.33,13.12,248.39,299.88,0.036,289.08,0,40.69,0.1408
57363,2024-06-30,DE-Berlin,T0453,83020,Thermostat Replace,132.57,70.94,22.93,226.44,238.82,0.09,217.33,1,-9.11,-0.0419
57364,2024-11-02,DE-Hamburg,T0187,81433,Drier Replace,266.46,68.82,29.33,364.61,363.23,0.042,347.97,0,-16.64,-0.0478
57365,2024-01-10,AT-Vienna,T0422,85005,Refrigerant Charge,336.74,67.66,8.94,413.34,479.37,0.09,436.23,0,22.89,0.0525
57366,2024-01-04,DE-Munich,T0174,84015,Leak Diagnosis & Seal,713.27,107.1,30.51,850.88,968.34,0.021,948.0,0,97.12,0.1024
57367,2024-12-16,EU-EMEA-Remote,T0291,83020,Thermostat Replace,92.01,32.07,35.65,159.73,192.88,0.072,178.99,0,19.26,0.1076
57368,2024-12-01,AT-Vienna,T0028,85005,Refrigerant Charge,134.9,53.52,32.27,220.69,202.84,0.148,172.82,0,-47.87,-0.277
57369,2024-10-18,NL-Amsterdam,T0354,81120,Compressor Repair/Replace,370.2,135.06,25.51,530.77,654.52,0.167,545.22,0,14.45,0.0265
57370,2024-10-07,DE-Hamburg,T0318,81433,Drier Replace,167.64,91.71,34.32,293.67,354.56,0.017,348.53,0,54.86,0.1574
57371,2024-08-02,DE-Hamburg,T0307,84015,Leak Diagnosis & Seal,182.46,66.38,24.86,273.7,355.97,0.028,346.0,0,72.3,0.209
57372,2024-04-07,NL-Amsterdam,T0340,85005,Refrigerant Charge,86.37,106.26,11.44,204.07,234.31,0.163,196.12,1,-7.95,-0.0405
57373,2024-04-10,AT-Vienna,T0319,83020,Thermostat Replace,179.37,49.62,17.82,246.81,321.57,0.105,287.81,0,41.0,0.1425
57374,2024-01-09,NL-Amsterdam,T0213,83020,Thermostat Replace,290.15,25.12,19.96,335.23,442.54,0.065,413.77,0,78.54,0.1898
57375,2024-03-01,AT-Vienna,T0364,84015,Leak Diagnosis & Seal,54.82,85.88,21.49,162.19,175.12,0.024,170.92,0,8.73,0.0511
57376,2024-11-04,DE-Berlin,T0190,85005,Refrigerant Charge,113.45,58.09,21.25,192.79,207.75,0.044,198.61,0,5.82,0.0293
57377,2024-05-25,AT-Vienna,T0056,82010,Evaporator Coil Replace,84.26,79.4,19.29,182.95,206.13,0.026,200.77,0,17.82,0.0888
57378,2024-03-03,NL-Amsterdam,T0013,81120,Compressor Repair/Replace,429.67,93.22,23.75,546.64,685.04,0.182,560.36,0,13.72,0.0245
57379,2024-04-30,NL-Amsterdam,T0493,81433,Drier Replace,94.74,100.55,34.03,229.32,275.75,0.055,260.58,0,31.26,0.12
57380,2024-08-13,NL-Amsterdam,T0073,85005,Refrigerant Charge,307.45,33.05,23.71,364.21,441.15,0.07,410.27,1,46.06,0.1123
57381,2024-04-14,EU-EMEA-Remote,T0169,83020,Thermostat Replace,103.21,84.74,27.03,214.98,245.35,0.072,227.68,0,12.7,0.0558
57382,2024-09-16,DE-Munich,T0293,81433,Drier Replace,260.24,77.16,5.0,342.4,396.53,0.099,357.27,1,14.87,0.0416
57383,2024-12-14,NL-Amsterdam,T0177,85005,Refrigerant Charge,66.17,35.84,23.01,125.02,141.01,0.083,129.31,0,4.29,0.0332
57384,2024-09-11,NL-Amsterdam,T0332,83020,Thermostat Replace,128.57,41.46,30.69,200.72,246.7,0.133,213.89,0,13.17,0.0616
57385,2024-07-25,DE-Berlin,T0408,84015,Leak Diagnosis & Seal,255.0,43.25,31.97,330.22,394.67,0.202,314.95,1,-15.27,-0.0485
57386,2024-01-28,EU-EMEA-Remote,T0055,81120,Compressor Repair/Replace,387.42,83.93,31.16,502.51,623.26,0.098,562.18,1,59.67,0.1061
57387,2024-06-18,AT-Vienna,T0346,84015,Leak Diagnosis & Seal,139.7,28.05,24.43,192.18,219.08,0.057,206.59,0,14.41,0.0698
57388,2024-12-01,DE-Hamburg,T0199,85005,Refrigerant Charge,289.46,107.23,25.31,422.0,575.26,0.137,496.45,0,74.45,0.15
57389,2024-03-16,AT-Vienna,T0010,85005,Refrigerant Charge,173.22,75.98,16.62,265.82,311.86,0.169,259.16,1,-6.66,-0.0257
57390,2024-04-25,EU-EMEA-Remote,T0420,81433,Drier Replace,421.18,61.43,28.76,511.37,602.98,0.304,419.67,0,-91.7,-0.2185
57391,2024-03-09,DE-Munich,T0268,81433,Drier Replace,47.63,34.03,16.66,98.32,130.49,0.109,116.27,1,17.95,0.1544
57392,2024-12-19,DE-Munich,T0081,83020,Thermostat Replace,129.38,49.36,27.45,206.19,258.76,0.109,230.56,0,24.37,0.1057
57393,2024-08-21,AT-Vienna,T0442,82010,Evaporator Coil Replace,300.58,84.71,22.33,407.62,500.51,0.068,466.48,1,58.86,0.1262
57394,2024-01-01,AT-Vienna,T0360,81120,Compressor Repair/Replace,904.79,136.22,22.12,1063.13,1197.15,0.1,1077.44,0,14.31,0.0133
57395,2024-06-15,DE-Munich,T0366,83020,Thermostat Replace,182.26,44.1,30.01,256.37,259.86,0.066,242.71,1,-13.66,-0.0563
57396,2024-12-17,DE-Hamburg,T0242,84015,Leak Diagnosis & Seal,226.26,106.03,26.49,358.78,484.87,0.134,419.9,0,61.12,0.1456
57397,2024-08-05,EU-EMEA-Remote,T0355,84015,Leak Diagnosis & Seal,348.95,117.95,24.26,491.16,590.7,0.023,577.11,0,85.95,0.1489
57398,2024-09-29,DE-Hamburg,T0263,83020,Thermostat Replace,82.01,83.81,18.02,183.84,234.78,0.251,175.85,0,-7.99,-0.0454
57399,2024-09-07,DE-Munich,T0454,81433,Drier Replace,239.15,50.67,34.82,324.64,345.46,0.109,307.8,0,-16.84,-0.0547
57400,2024-12-12,NL-Amsterdam,T0418,83020,Thermostat Replace,498.91,61.92,24.66,585.49,673.71,0.058,634.63,0,49.14,0.0774
57401,2024-12-09,EU-EMEA-Remote,T0226,84015,Leak Diagnosis & Seal,146.82,154.33,27.98,329.13,400.62,0.073,371.37,1,42.24,0.1137
57402,2024-06-22,DE-Berlin,T0257,81120,Compressor Repair/Replace,319.48,81.37,22.65,423.5,518.17,0.037,499.0,0,75.5,0.1513
57403,2024-06-18,EU-EMEA-Remote,T0153,85005,Refrigerant Charge,71.29,110.84,16.45,198.58,225.75,0.118,199.11,0,0.53,0.0027
57404,2024-09-02,DE-Hamburg,T0114,82010,Evaporator Coil Replace,157.09,82.98,24.84,264.91,308.54,0.137,266.27,0,1.36,0.0051
57405,2024-03-30,DE-Hamburg,T0149,82010,Evaporator Coil Replace,648.95,65.21,17.23,731.39,703.73,0.095,636.88,1,-94.51,-0.1484
57406,2024-02-18,NL-Amsterdam,T0155,85005,Refrigerant Charge,48.78,91.75,25.5,166.03,180.73,0.171,149.83,0,-16.2,-0.1081
57407,2024-10-20,EU-EMEA-Remote,T0413,81433,Drier Replace,236.48,144.42,5.0,385.9,461.43,0.043,441.59,0,55.69,0.1261
57408,2024-05-29,NL-Amsterdam,T0228,84015,Leak Diagnosis & Seal,414.38,65.96,18.79,499.13,646.93,0.105,579.0,1,79.87,0.1379
57409,2024-05-11,AT-Vienna,T0379,83020,Thermostat Replace,84.79,100.2,21.89,206.88,264.85,0.096,239.42,1,32.54,0.1359
57410,2024-02-28,EU-EMEA-Remote,T0076,82010,Evaporator Coil Replace,822.55,89.33,14.36,926.24,1193.73,0.107,1066.0,0,139.76,0.1311
57411,2024-11-19,DE-Munich,T0478,81433,Drier Replace,387.04,34.73,24.91,446.68,557.93,0.07,518.87,0,72.19,0.1391
57412,2024-07-17,EU-EMEA-Remote,T0132,83020,Thermostat Replace,84.42,42.79,18.62,145.83,180.19,0.099,162.35,0,16.52,0.1018
57413,2024-08-02,DE-Hamburg,T0009,82010,Evaporator Coil Replace,107.66,71.34,21.95,200.95,242.84,0.154,205.44,0,4.49,0.0219
57414,2024-02-18,AT-Vienna,T0174,82010,Evaporator Coil Replace,499.39,93.73,17.59,610.71,780.39,0.091,709.37,1,98.66,0.1391
57415,2024-08-19,AT-Vienna,T0276,85005,Refrigerant Charge,128.92,86.88,29.78,245.58,330.71,0.065,309.21,1,63.63,0.2058
57416,2024-09-03,AT-Vienna,T0229,81433,Drier Replace,200.3,40.01,26.37,266.68,322.16,0.24,244.84,0,-21.84,-0.0892
57417,2024-08-26,DE-Berlin,T0303,81120,Compressor Repair/Replace,412.98,93.51,24.38,530.87,629.77,0.123,552.31,0,21.44,0.0388
57418,2024-06-16,DE-Hamburg,T0446,82010,Evaporator Coil Replace,89.51,73.77,22.5,185.78,217.85,0.078,200.86,0,15.08,0.0751
57419,2024-02-17,AT-Vienna,T0299,83020,Thermostat Replace,80.65,76.88,42.25,199.78,222.59,0.127,194.32,0,-5.46,-0.0281
57420,2024-02-20,AT-Vienna,T0081,81433,Drier Replace,505.94,80.38,20.74,607.06,747.99,0.13,650.75,1,43.69,0.0671
57421,2024-10-25,DE-Hamburg,T0184,84015,Leak Diagnosis & Seal,273.12,121.5,16.42,411.04,541.63,0.061,508.59,0,97.55,0.1918
57422,2024-04-07,DE-Berlin,T0442,84015,Leak Diagnosis & Seal,346.38,84.57,12.62,443.57,549.51,0.126,480.27,0,36.7,0.0764
57423,2024-08-03,AT-Vienna,T0355,84015,Leak Diagnosis & Seal,256.19,42.07,29.24,327.5,397.01,0.013,391.85,0,64.35,0.1642
57424,2024-06-25,NL-Amsterdam,T0056,82010,Evaporator Coil Replace,508.73,78.76,35.05,622.54,719.21,0.151,610.61,1,-11.93,-0.0195
57425,2024-03-20,AT-Vienna,T0263,84015,Leak Diagnosis & Seal,508.74,98.61,15.22,622.57,754.34,0.133,654.01,0,31.44,0.0481
57426,2024-07-03,DE-Hamburg,T0239,84015,Leak Diagnosis & Seal,32.32,99.46,19.72,151.5,196.7,0.142,168.77,0,17.27,0.1023
57427,2024-01-27,DE-Hamburg,T0358,81120,Compressor Repair/Replace,494.66,93.85,19.12,607.63,717.16,0.115,634.69,0,27.06,0.0426
57428,2024-07-13,EU-EMEA-Remote,T0309,81120,Compressor Repair/Replace,279.26,63.74,21.01,364.01,460.8,0.051,437.3,0,73.29,0.1676
57429,2024-08-01,DE-Berlin,T0292,82010,Evaporator Coil Replace,665.57,41.78,7.86,715.21,945.69,0.12,832.21,1,117.0,0.1406
57430,2024-12-07,DE-Munich,T0014,85005,Refrigerant Charge,101.74,100.51,28.45,230.7,280.89,0.023,274.43,0,43.73,0.1593
57431,2024-04-23,DE-Munich,T0145,84015,Leak Diagnosis & Seal,168.88,50.0,31.52,250.4,351.21,0.086,321.01,0,70.61,0.22
57432,2024-08-29,DE-Munich,T0344,82010,Evaporator Coil Replace,120.83,82.72,6.76,210.31,280.95,0.008,278.7,0,68.39,0.2454
57433,2024-05-03,DE-Munich,T0454,82010,Evaporator Coil Replace,341.91,94.55,36.06,472.52,558.93,0.092,507.51,0,34.99,0.0689
57434,2024-10-31,DE-Munich,T0370,84015,Leak Diagnosis & Seal,75.65,64.83,34.94,175.42,216.05,0.034,208.7,0,33.28,0.1595
57435,2024-03-16,DE-Berlin,T0171,83020,Thermostat Replace,106.47,73.92,5.0,185.39,249.33,0.084,228.39,1,43.0,0.1883
57436,2024-11-06,NL-Amsterdam,T0371,83020,Thermostat Replace,133.4,102.36,5.0,240.76,279.99,0.078,258.15,0,17.39,0.0674
57437,2024-11-07,DE-Hamburg,T0153,85005,Refrigerant Charge,76.24,61.06,20.94,158.24,196.79,0.107,175.73,1,17.49,0.0995
57438,2024-07-14,DE-Hamburg,T0086,83020,Thermostat Replace,26.46,45.31,32.53,104.3,119.86,0.113,106.32,1,2.02,0.019
57439,2024-12-16,DE-Munich,T0472,82010,Evaporator Coil Replace,59.99,94.74,24.32,179.05,206.5,0.188,167.68,1,-11.37,-0.0678
57440,2024-02-13,DE-Berlin,T0049,85005,Refrigerant Charge,58.55,68.66,22.17,149.38,172.83,0.086,157.97,0,8.59,0.0544
57441,2024-07-04,EU-EMEA-Remote,T0409,83020,Thermostat Replace,18.4,97.69,26.59,142.68,171.15,0.1,154.04,0,11.36,0.0737
57442,2024-12-08,EU-EMEA-Remote,T0034,83020,Thermostat Replace,130.75,56.78,15.54,203.07,252.38,0.22,196.86,0,-6.21,-0.0315
57443,2024-09-02,NL-Amsterdam,T0167,82010,Evaporator Coil Replace,1523.7,91.13,32.22,1647.05,1986.13,0.084,1819.3,0,172.25,0.0947
57444,2024-03-24,EU-EMEA-Remote,T0141,85005,Refrigerant Charge,46.18,41.51,21.17,108.86,148.08,0.012,146.3,0,37.44,0.2559
57445,2024-07-25,NL-Amsterdam,T0092,83020,Thermostat Replace,588.38,52.97,8.94,650.29,767.54,0.036,739.91,0,89.62,0.1211
57446,2024-05-30,DE-Berlin,T0088,81433,Drier Replace,190.64,86.37,15.64,292.65,341.03,0.069,317.5,0,24.85,0.0783
57447,2024-06-04,AT-Vienna,T0111,82010,Evaporator Coil Replace,441.79,57.65,24.95,524.39,603.6,0.033,583.68,0,59.29,0.1016
57448,2024-01-16,EU-EMEA-Remote,T0134,81433,Drier Replace,42.34,45.96,19.68,107.98,123.08,0.108,109.79,0,1.81,0.0165
57449,2024-06-13,DE-Hamburg,T0421,81120,Compressor Repair/Replace,338.0,110.75,18.85,467.6,644.69,0.092,585.38,0,117.78,0.2012
57450,2024-05-24,DE-Munich,T0486,83020,Thermostat Replace,76.58,65.24,23.62,165.44,202.55,0.064,189.59,0,24.15,0.1274
57451,2024-02-06,AT-Vienna,T0172,81433,Drier Replace,484.69,118.97,24.87,628.53,777.18,0.077,717.34,0,88.81,0.1238
57452,2024-11-28,DE-Munich,T0165,81120,Compressor Repair/Replace,50.07,51.33,12.16,113.56,144.37,0.204,114.92,1,1.36,0.0118
57453,2024-02-14,DE-Hamburg,T0393,82010,Evaporator Coil Replace,233.15,33.06,31.79,298.0,340.01,0.082,312.13,0,14.13,0.0453
57454,2024-07-24,DE-Munich,T0343,81433,Drier Replace,87.46,120.16,20.95,228.57,268.29,0.077,247.63,0,19.06,0.077
57455,2024-03-02,NL-Amsterdam,T0489,85005,Refrigerant Charge,177.05,50.92,25.36,253.33,293.74,0.174,242.63,1,-10.7,-0.0441
57456,2024-12-21,DE-Berlin,T0431,82010,Evaporator Coil Replace,27.59,70.31,22.78,120.68,160.2,0.083,146.9,0,26.22,0.1785
57457,2024-11-03,NL-Amsterdam,T0459,82010,Evaporator Coil Replace,949.27,46.04,18.72,1014.03,1233.39,0.032,1193.92,0,179.89,0.1507
57458,2024-01-19,DE-Berlin,T0300,84015,Leak Diagnosis & Seal,294.83,82.93,29.29,407.05,383.45,0.108,342.04,0,-65.01,-0.1901
57459,2024-12-30,DE-Hamburg,T0483,85005,Refrigerant Charge,163.36,41.69,22.65,227.7,277.8,0.046,265.02,0,37.32,0.1408
57460,2024-10-26,EU-EMEA-Remote,T0467,84015,Leak Diagnosis & Seal,82.94,65.54,22.59,171.07,202.19,0.06,190.06,0,18.99,0.0999
57461,2024-01-07,EU-EMEA-Remote,T0284,82010,Evaporator Coil Replace,616.19,70.73,5.0,691.92,791.87,0.065,740.4,1,48.48,0.0655
57462,2024-09-05,DE-Munich,T0043,84015,Leak Diagnosis & Seal,381.95,72.36,28.56,482.87,606.27,0.041,581.41,0,98.54,0.1695
57463,2024-04-26,DE-Hamburg,T0299,81120,Compressor Repair/Replace,675.76,101.52,20.64,797.92,978.53,0.084,896.33,0,98.41,0.1098
57464,2024-03-08,DE-Hamburg,T0467,83020,Thermostat Replace,92.33,72.6,28.04,192.97,256.93,0.079,236.63,1,43.66,0.1845
57465,2024-02-03,DE-Berlin,T0060,82010,Evaporator Coil Replace,78.59,96.63,35.16,210.38,238.95,0.13,207.89,0,-2.49,-0.012
57466,2024-07-12,EU-EMEA-Remote,T0478,81433,Drier Replace,101.63,80.95,28.59,211.17,228.87,0.087,208.96,0,-2.21,-0.0106
57467,2024-11-20,EU-EMEA-Remote,T0448,82010,Evaporator Coil Replace,682.81,71.81,22.43,777.05,782.39,0.167,651.73,0,-125.32,-0.1923
57468,2024-02-24,AT-Vienna,T0456,85005,Refrigerant Charge,91.26,88.84,19.71,199.81,237.52,0.102,213.29,1,13.48,0.0632
57469,2024-09-22,DE-Berlin,T0096,81433,Drier Replace,620.82,64.7,42.21,727.73,946.7,0.029,919.25,0,191.52,0.2083
57470,2024-02-11,EU-EMEA-Remote,T0325,85005,Refrigerant Charge,243.73,81.95,25.87,351.55,477.66,0.002,476.7,0,125.15,0.2625
57471,2024-10-23,EU-EMEA-Remote,T0069,82010,Evaporator Coil Replace,1129.9,86.98,23.68,1240.56,1545.09,0.106,1381.31,1,140.75,0.1019
57472,2024-08-18,NL-Amsterdam,T0034,81120,Compressor Repair/Replace,204.62,55.07,20.54,280.23,323.19,0.079,297.66,0,17.43,0.0586
57473,2024-01-10,DE-Munich,T0317,81433,Drier Replace,242.59,124.03,14.83,381.45,514.23,0.287,366.65,1,-14.8,-0.0404
57474,2024-12-23,EU-EMEA-Remote,T0282,82010,Evaporator Coil Replace,151.7,70.42,6.39,228.51,212.18,0.146,181.2,1,-47.31,-0.2611
57475,2024-05-07,DE-Munich,T0242,82010,Evaporator Coil Replace,650.36,99.97,34.17,784.5,909.94,0.101,818.04,1,33.54,0.041
57476,2024-06-27,EU-EMEA-Remote,T0319,85005,Refrigerant Charge,199.05,75.66,15.76,290.47,341.84,0.192,276.21,1,-14.26,-0.0516
57477,2024-07-11,NL-Amsterdam,T0172,84015,Leak Diagnosis & Seal,401.35,102.28,20.48,524.11,635.88,0.149,541.13,0,17.02,0.0315
57478,2024-04-01,NL-Amsterdam,T0226,82010,Evaporator Coil Replace,264.11,93.5,21.15,378.76,472.81,0.069,440.19,0,61.43,0.1396
57479,2024-08-18,DE-Munich,T0141,81120,Compressor Repair/Replace,327.74,75.52,33.46,436.72,537.52,0.078,495.59,1,58.87,0.1188
57480,2024-03-18,DE-Berlin,T0277,84015,Leak Diagnosis & Seal,251.89,113.89,15.87,381.65,423.76,0.03,411.05,0,29.4,0.0715
57481,2024-03-25,DE-Munich,T0421,81433,Drier Replace,132.58,17.5,24.06,174.14,184.72,0.257,137.25,0,-36.89,-0.2688
57482,2024-01-30,EU-EMEA-Remote,T0431,82010,Evaporator Coil Replace,411.16,108.61,26.1,545.87,693.34,0.023,677.39,0,131.52,0.1942
57483,2024-07-31,DE-Berlin,T0129,85005,Refrigerant Charge,181.11,100.36,10.92,292.39,337.46,0.066,315.19,0,22.8,0.0723
57484,2024-02-18,NL-Amsterdam,T0305,81120,Compressor Repair/Replace,440.91,32.6,10.17,483.68,546.38,0.095,494.47,1,10.79,0.0218
57485,2024-09-21,DE-Hamburg,T0320,83020,Thermostat Replace,86.65,88.02,16.28,190.95,236.03,0.09,214.79,0,23.84,0.111
57486,2024-05-24,EU-EMEA-Remote,T0464,81120,Compressor Repair/Replace,521.67,90.91,23.95,636.53,731.46,0.099,659.05,1,22.52,0.0342
